2,2,4,6,6,9,10,16,20,7,6,9,16,14,14,15,21,20,38,42,101,231,967,220,55,35,29,15,12,17,23,16,14,15,8,11,8,7,14,10,10,7,9,4,11,6,6,5,6,2,1,1,1,0,1,3,0,1,0,2,0,0,1,1,2,2,1,1,2,1,2,0,1,0,3,2,0,1,2,2,4,3,0,2,0,1,3,1,0,0,1,6,2,1,0,2,1,3,0,1
8,7,2,4,5,3,9,10,14,15,14,7,12,13,8,16,32,22,21,26,35,83,220,1412,181,81,59,24,37,22,18,22,20,12,16,20,17,14,11,15,9,7,14,16,12,11,14,4,3,3,1,1,0,0,6,4,0,3,1,1,2,1,3,2,2,1,0,3,2,0,5,3,1,1,3,3,2,2,2,0,3,0,1,1,1,2,2,2,1,4,1,2,2,2,5,2,0,0,1,1
2,7,5,4,8,4,4,7,23,6,17,7,8,7,12,12,22,18,13,21,25,39,55,181,1145,278,84,40,33,21,22,23,16,17,25,21,13,12,14,11,10,8,10,8,7,12,8,4,9,5,1,2,1,1,0,4,0,3,2,2,0,0,2,1,5,2,0,5,0,0,1,5,1,1,3,2,4,1,1,3,1,1,1,1,0,0,2,4,5,2,1,0,2,3,1,2,4,3,3,2
4,5,3,4,2,4,9,9,10,17,11,8,13,8,8,10,21,19,14,20,24,46,35,81,278,1235,202,67,41,25,9,20,25,19,21,23,14,11,16,24,15,8,17,8,20,15,3,3,9,5,0,1,1,0,0,0,0,3,6,2,1,3,1,3,0,1,1,2,1,2,1,0,2,1,1,3,1,3,5,2,0,1,1,1,4,1,0,3,0,3,3,0,1,3,4,6,4,4,1,2
7,4,3,6,8,3,5,13,15,19,10,17,12,5,18,8,28,18,11,17,28,41,29,59,84,202,1387,206,81,27,19,43,35,22,12,27,22,19,18,16,14,16,13,17,17,9,16,7,7,1,0,1,0,1,1,1,0,1,1,3,1,0,1,1,0,1,1,1,5,1,1,1,2,1,1,2,6,7,0,3,3,2,2,0,3,0,2,4,1,3,1,2,2,2,2,0,4,2,0,0
1,4,2,6,1,4,9,4,11,9,14,12,3,5,9,9,17,7,13,16,20,20,15,24,40,67,206,1106,217,44,25,36,36,15,11,14,11,6,11,9,10,13,16,7,10,6,13,6,2,1,0,2,0,1,1,0,1,5,3,0,1,2,0,2,2,5,1,1,3,2,0,0,1,2,6,4,2,3,2,0,1,1,1,1,0,1,1,1,1,0,0,1,1,2,2,1,0,2,0,3
7,6,4,3,1,4,5,5,17,6,6,8,11,7,9,6,20,12,11,18,11,16,12,37,33,41,81,217,1240,194,37,61,41,24,9,24,19,14,13,17,17,15,14,6,11,13,11,6,2,3,0,1,1,0,2,0,0,3,0,1,2,3,3,3,1,1,1,1,2,1,1,1,2,3,3,5,5,3,3,1,1,0,2,0,0,3,0,0,1,4,1,1,0,1,5,1,1,2,2,3
2,8,5,6,10,11,10,14,11,8,9,11,12,19,17,21,32,18,30,26,27,28,17,22,21,25,27,44,194,1093,303,90,34,46,46,29,18,20,21,5,20,7,19,13,12,10,15,11,6,10,1,0,2,0,2,0,2,1,0,3,0,2,4,3,2,1,2,1,3,3,2,0,2,4,0,1,1,3,3,3,4,1,3,2,0,0,3,0,2,1,0,1,1,2,1,2,2,2,1,2
2,8,4,2,16,18,14,11,13,8,13,9,29,19,29,20,18,18,32,31,34,15,23,18,22,9,19,25,37,303,1109,137,29,51,69,31,19,39,27,17,9,14,15,5,10,4,10,12,10,9,2,0,1,0,2,0,2,3,3,1,0,0,2,2,5,4,2,3,0,3,3,0,2,0,1,2,1,1,1,1,0,2,1,4,2,4,8,4,2,0,2,1,1,2,2,1,0,2,4,1
6,7,9,4,3,8,10,5,13,11,6,9,11,7,9,13,13,19,13,26,21,16,16,22,23,20,43,36,61,90,137,1247,224,83,41,35,34,22,21,20,15,18,17,18,11,7,21,11,2,3,1,2,0,1,0,5,1,3,3,0,0,0,4,1,2,2,1,2,0,0,1,1,1,2,3,4,4,3,1,2,1,3,4,0,2,1,3,6,3,3,3,2,2,0,4,3,3,6,3,3
6,7,7,2,2,4,4,5,14,8,13,12,10,3,6,10,17,11,12,11,12,18,14,20,16,25,35,36,41,34,29,224,1195,211,44,55,25,24,22,34,18,17,18,10,15,12,19,7,7,3,0,0,2,0,0,2,1,0,2,2,1,2,2,1,3,1,4,4,3,2,2,0,1,1,0,1,3,7,1,0,2,0,2,2,1,1,2,1,3,0,0,1,1,1,4,2,1,2,0,2
3,4,8,8,7,7,8,11,18,14,14,7,19,17,19,16,17,15,12,17,23,22,15,12,17,19,22,15,24,46,51,83,211,1114,232,90,50,36,36,25,21,24,22,19,22,20,25,17,14,8,0,1,2,3,1,1,0,1,3,0,0,1,2,2,2,5,3,1,3,0,1,0,1,2,4,0,2,3,3,0,1,1,2,3,4,0,0,1,2,2,2,3,1,3,4,4,1,2,1,0
5,5,14,9,23,24,7,18,7,7,3,9,29,30,41,22,10,31,27,14,32,17,8,16,25,21,12,11,9,46,69,41,44,232,1769,147,64,81,40,26,15,26,37,19,25,15,12,36,22,17,2,1,2,3,4,2,1,2,3,3,2,1,3,1,1,3,4,2,3,5,3,2,4,4,2,1,1,2,5,8,1,7,4,2,1,2,3,2,1,0,6,1,1,3,2,6,2,6,1,7
9,1,5,5,7,12,12,8,17,7,10,6,11,12,16,13,28,14,20,16,21,19,11,20,21,23,27,14,24,29,31,35,55,90,147,1576,229,54,48,45,44,17,30,29,27,18,20,16,9,8,2,0,0,0,1,0,2,1,0,1,4,2,3,5,2,1,1,5,3,0,1,1,1,2,2,4,3,2,1,6,1,1,2,2,0,3,1,1,4,1,1,3,1,4,3,0,2,3,3,0
4,9,6,4,5,3,10,8,10,9,12,12,9,7,18,14,14,19,16,25,27,15,8,17,13,14,22,11,19,18,19,34,25,50,64,229,1235,243,94,72,38,27,36,20,30,17,20,6,6,11,1,0,0,1,1,4,3,2,1,3,1,1,1,6,2,2,2,2,2,1,0,2,0,1,2,2,5,3,0,0,2,1,2,2,1,2,1,1,1,1,1,0,2,0,4,4,3,3,2,0
7,5,6,7,16,6,12,11,7,6,12,16,17,17,21,13,16,19,19,21,18,20,7,14,12,11,19,6,14,20,39,22,24,36,81,54,243,1244,238,91,44,36,36,30,24,20,19,18,10,7,3,0,2,1,1,3,1,2,1,3,4,0,1,4,3,2,1,0,1,1,4,0,3,2,0,4,1,4,1,1,3,1,2,2,3,3,3,1,1,5,2,1,3,1,4,0,1,1,1,1
3,4,7,5,9,9,11,11,11,6,8,5,13,9,14,9,19,10,15,14,17,17,14,11,14,16,18,11,13,21,27,21,22,36,40,48,94,238,1526,292,87,42,53,34,35,21,23,11,11,9,2,1,0,3,2,0,1,2,3,1,2,1,4,1,2,4,2,1,1,1,2,2,1,3,4,1,3,4,1,3,7,1,2,0,0,3,2,1,1,4,0,2,0,3,5,3,1,3,1,6
4,5,3,1,5,5,6,4,13,13,13,10,7,9,7,14,11,6,10,14,12,19,10,15,11,24,16,9,17,5,17,20,34,25,26,45,72,91,292,1721,319,77,54,36,38,35,22,10,6,9,1,1,1,0,3,1,2,2,0,1,2,5,3,3,0,1,1,2,4,1,1,1,3,2,1,3,5,3,1,3,0,0,3,1,2,0,3,3,0,3,1,4,6,3,2,4,1,2,3,1
8,4,0,1,6,1,9,7,11,13,13,7,2,6,4,8,12,10,8,12,15,17,10,9,10,15,14,10,17,20,9,15,18,21,15,44,38,44,87,319,1719,241,90,45,36,30,23,14,6,6,2,0,0,0,2,2,0,1,4,5,4,0,7,1,3,3,0,1,0,0,2,5,0,2,4,6,6,3,1,3,0,2,1,3,1,1,2,1,1,1,2,4,2,2,2,2,3,3,0,3
2,2,3,8,5,5,12,3,7,8,3,7,11,10,13,10,16,10,9,13,11,17,7,7,8,8,16,13,15,7,14,18,17,24,26,17,27,36,42,77,241,1327,346,96,74,32,21,20,15,11,1,0,1,1,0,2,2,4,4,1,2,2,1,2,0,5,1,2,1,2,1,4,2,2,6,4,0,2,7,2,4,1,0,2,1,2,3,2,4,2,3,4,2,5,6,3,1,1,3,1
4,1,3,1,3,10,13,13,24,14,7,19,13,12,15,10,14,17,13,22,9,11,9,14,10,17,13,16,14,19,15,17,18,22,37,30,36,36,53,54,90,346,1920,281,105,50,43,31,21,15,3,0,3,4,3,3,0,1,6,3,1,2,9,2,0,3,2,1,3,0,4,1,2,2,1,4,2,2,2,3,4,4,5,4,4,4,2,5,2,2,4,4,2,4,3,1,0,3,2,1
8,5,5,7,3,5,8,10,8,12,8,14,10,6,10,8,9,9,5,13,8,9,4,16,8,8,17,7,6,13,5,18,10,19,19,29,20,30,34,36,45,96,281,1237,259,58,36,23,12,9,1,1,1,0,2,2,1,3,0,1,1,0,1,3,3,1,3,2,2,1,2,0,2,2,1,0,1,6,3,2,1,2,3,2,0,0,2,1,4,1,2,3,0,2,2,2,1,2,1,1
7,4,2,10,7,5,16,12,15,10,8,10,10,8,11,10,16,11,13,14,11,8,11,12,7,20,17,10,11,12,10,11,15,22,25,27,30,24,35,38,36,74,105,259,1343,212,75,37,22,10,1,2,0,0,1,0,1,1,1,4,1,4,6,2,1,4,3,2,2,1,1,0,2,1,1,3,4,3,2,2,1,1,3,4,4,3,1,2,3,3,1,4,2,0,7,2,4,0,2,1
7,5,4,2,5,1,9,12,15,7,4,9,7,5,9,8,15,13,9,16,14,11,6,11,12,15,9,6,13,10,4,7,12,20,15,18,17,20,21,35,30,32,50,58,212,1389,225,28,15,9,2,1,0,1,1,2,1,2,0,1,3,1,1,2,1,2,0,4,4,2,1,0,0,5,4,3,3,1,0,2,1,3,4,3,2,2,4,1,3,2,1,5,5,4,2,4,4,1,1,2
8,6,8,5,7,9,9,9,8,8,16,10,14,8,3,14,12,9,3,9,9,12,6,14,8,3,16,13,11,15,10,21,19,25,12,20,20,19,23,22,23,21,43,36,75,225,1391,149,34,19,2,1,2,3,1,0,2,0,5,6,1,0,4,4,5,2,2,2,2,3,4,0,1,3,2,2,1,1,0,3,3,3,6,2,2,0,1,0,1,2,1,0,2,3,2,4,6,1,3,2
2,1,5,6,16,12,15,14,1,6,3,5,18,6,22,12,15,10,9,7,8,3,5,4,4,3,7,6,6,11,12,11,7,17,36,16,6,18,11,10,14,20,31,23,37,28,149,1169,180,73,2,1,1,1,1,4,1,4,2,2,1,0,2,4,5,2,2,2,0,1,5,2,5,4,1,1,1,6,3,3,1,3,0,0,1,6,8,3,1,0,6,2,0,1,1,2,1,4,4,3
4,1,3,5,18,22,6,8,9,3,5,6,10,8,23,11,10,7,14,4,8,3,6,3,9,9,7,2,2,6,10,2,7,14,22,9,6,10,11,6,6,15,21,12,22,15,34,180,1458,233,2,0,2,0,2,1,3,4,1,0,2,2,1,0,4,2,3,4,3,4,1,1,4,6,1,1,0,2,3,5,2,3,1,2,6,5,2,4,3,2,3,2,5,2,2,7,2,3,0,2
3,3,2,10,18,24,4,8,6,1,4,3,11,9,14,11,6,4,10,7,4,4,2,3,5,5,1,1,3,10,9,3,3,8,17,8,11,7,9,9,6,11,15,9,10,9,19,73,233,1720,2,3,4,2,4,4,2,2,3,2,0,1,4,2,3,1,2,6,1,2,2,3,2,1,2,1,1,0,3,5,3,0,3,4,4,3,2,3,2,8,2,4,2,1,0,4,1,3,3,2
5,1,0,0,2,1,0,2,3,0,1,0,1,2,2,0,0,2,1,0,0,1,1,1,1,0,0,0,0,1,2,1,0,0,2,2,1,3,2,1,2,1,3,1,1,2,2,2,2,2,1258,244,157,103,86,71,79,60,37,25,10,17,30,25,29,42,34,30,36,29,24,43,41,31,13,10,9,4,9,20,21,29,10,36,28,27,21,20,14,20,19,16,13,8,12,8,10,15,16,21
1,0,0,1,1,2,1,1,2,2,1,0,1,1,2,1,0,1,0,1,0,3,1,1,2,1,1,2,1,0,0,2,0,1,1,0,0,0,1,1,0,0,0,1,2,1,1,1,0,3,244,866,223,115,117,88,87,38,20,13,11,13,27,27,26,27,28,19,21,17,14,30,47,24,8,3,2,3,3,6,11,10,6,18,31,22,22,3,9,11,19,13,7,3,8,6,5,12,15,14
0,1,2,1,0,2,0,2,1,0,0,1,2,3,5,1,1,0,2,1,2,0,1,0,1,1,0,0,1,2,1,0,2,2,2,0,0,2,0,1,0,1,3,1,0,0,2,1,2,4,157,223,1116,228,153,142,125,54,31,13,10,25,36,14,28,32,32,35,46,26,16,41,65,23,8,5,12,5,4,15,12,18,16,28,27,35,20,12,6,12,23,21,11,1,5,8,6,10,15,26
4,2,0,0,1,1,3,1,1,1,1,0,4,0,1,2,0,2,2,0,1,2,0,0,1,0,1,1,0,0,0,1,0,3,3,0,1,1,3,0,0,1,4,0,0,1,3,1,0,2,103,115,228,1034,165,118,143,100,67,40,21,38,44,21,28,21,34,41,37,32,40,37,30,39,12,6,9,9,7,13,14,17,15,29,14,19,24,15,16,12,18,15,11,2,11,10,6,16,20,17
0,0,0,0,2,1,0,0,2,1,2,0,2,2,3,3,2,1,1,1,3,0,1,6,0,0,1,1,2,2,2,0,0,1,4,1,1,1,2,3,2,0,3,2,1,1,1,1,2,4,86,117,153,165,1356,354,281,69,41,22,5,21,43,21,49,39,39,55,27,27,23,58,71,23,3,3,6,4,10,14,13,16,8,20,35,33,21,11,6,13,21,20,3,7,10,9,4,8,14,24
4,0,1,2,1,2,1,1,3,0,0,3,3,1,4,3,3,0,0,2,2,1,3,4,4,0,1,0,0,0,0,5,2,1,2,0,4,3,0,1,2,2,3,2,0,2,0,4,1,4,71,88,142,118,354,1293,328,82,42,21,15,24,49,25,49,36,40,33,30,33,19,52,67,20,4,3,8,2,5,12,9,16,14,17,29,28,14,8,13,10,28,20,6,2,5,8,5,5,9,22
3,0,1,1,1,1,2,0,1,0,1,1,3,1,2,1,1,1,0,2,2,0,0,0,0,0,0,1,0,2,2,1,1,0,1,2,3,1,1,2,0,2,0,1,1,1,2,1,3,2,79,87,125,143,281,328,1437,175,90,41,25,29,42,46,41,46,54,42,40,33,25,51,70,40,11,7,6,3,8,17,18,14,14,19,30,36,18,14,10,19,15,17,16,6,7,7,13,10,17,27
6,0,0,1,0,1,1,0,3,2,1,3,2,2,2,2,0,1,0,3,1,0,1,3,3,3,1,5,3,1,3,3,0,1,2,1,2,2,2,2,1,4,1,3,1,2,0,4,4,2,60,38,54,100,69,82,175,1926,636,149,48,67,71,34,35,56,54,31,26,36,36,25,29,31,22,17,12,13,20,33,30,22,20,29,21,20,24,21,24,22,19,19,17,12,15,16,23,21,15,18
2,2,0,2,5,2,0,1,2,1,4,2,1,1,4,1,4,0,2,3,2,1,0,1,2,6,1,3,0,0,3,3,2,3,3,0,1,1,3,0,4,4,6,0,1,0,5,2,1,3,37,20,31,67,41,42,90,636,1937,274,94,75,58,47,40,52,26,34,27,24,29,22,21,39,44,34,13,12,22,20,16,13,25,25,16,8,25,30,13,20,16,10,23,24,14,15,16,14,15,12
5,0,0,0,3,1,4,2,1,1,0,0,3,0,4,0,1,0,3,7,3,1,2,1,2,2,3,0,1,3,1,0,2,0,3,1,3,3,1,1,5,1,3,1,4,1,6,2,0,2,25,13,13,40,22,21,41,149,274,1449,263,78,43,37,26,38,27,15,18,18,27,7,9,23,30,27,35,25,14,23,24,22,27,16,8,5,16,34,25,18,8,5,29,21,23,20,20,28,17,10
5,1,0,3,2,0,1,1,5,2,2,1,2,4,0,2,0,1,1,0,0,2,0,2,0,1,1,1,2,0,0,0,1,0,2,4,1,4,2,2,4,2,1,1,1,3,1,1,2,0,10,11,10,21,5,15,25,48,94,263,1083,207,67,44,40,39,21,24,23,18,33,9,6,19,30,28,26,25,22,27,18,19,20,10,5,5,13,15,20,8,10,7,21,19,21,18,13,15,12,4
1,0,0,1,3,0,1,3,1,2,0,2,1,0,1,3,2,0,3,0,3,5,0,1,0,3,0,2,3,2,0,0,2,1,1,2,1,0,1,5,0,2,2,0,4,1,0,0,2,1,17,13,25,38,21,24,29,67,75,78,207,1312,287,112,74,100,55,30,23,23,34,16,23,35,26,21,20,18,20,22,20,21,26,21,13,7,15,24,13,23,18,12,19,15,17,19,14,22,21,9
2,1,0,1,2,2,1,2,3,1,2,1,6,3,3,2,1,1,5,1,0,2,1,3,2,1,1,0,3,4,2,4,2,2,3,3,1,1,4,3,7,1,9,1,6,1,4,2,1,4,30,27,36,44,43,49,42,71,58,43,67,287,1961,257,168,130,93,64,54,38,27,40,31,34,21,14,15,13,15,22,22,23,13,29,26,29,27,26,11,20,24,16,20,9,12,15,17,10,16,17
3,1,0,1,0,2,0,2,1,3,1,0,5,3,5,1,3,2,0,1,3,3,1,2,1,3,1,2,3,3,2,1,1,2,1,5,6,4,1,3,1,2,2,3,2,2,4,4,0,2,25,27,14,21,21,25,46,34,47,37,44,112,257,2107,582,247,64,47,32,33,26,34,37,17,21,15,11,12,14,10,18,21,19,22,25,17,23,18,14,21,20,25,23,14,15,19,13,13,17,14
4,0,1,1,2,4,0,2,1,1,0,0,1,0,4,1,0,0,1,0,2,0,2,2,5,0,0,2,1,2,5,2,3,2,1,2,2,3,2,0,3,0,0,3,1,1,5,5,4,3,29,26,28,28,49,49,41,35,40,26,40,74,168,582,1935,293,95,55,45,34,36,35,43,21,17,11,14,13,9,14,11,17,8,25,36,23,30,17,15,15,23,26,10,13,10,8,7,13,18,25
3,0,0,1,1,2,2,0,2,2,2,0,1,1,5,0,2,0,1,1,0,4,2,1,2,1,1,5,1,1,4,2,1,5,3,1,2,2,4,1,3,5,3,1,4,2,2,2,2,1,42,27,32,21,39,36,46,56,52,38,39,100,130,247,293,1596,257,112,82,62,51,47,42,45,20,16,12,14,13,23,21,20,21,24,26,18,27,26,12,15,21,32,31,15,12,12,10,11,27,21
5,0,1,0,1,3,3,3,1,0,5,0,0,3,1,0,1,0,1,2,2,2,1,0,0,1,1,1,1,2,2,1,4,3,4,1,2,1,2,1,0,1,2,3,3,0,2,2,3,2,34,28,32,34,39,40,54,54,26,27,21,55,93,64,95,257,1385,323,117,65,43,52,54,63,10,10,12,6,7,17,22,27,29,37,31,22,30,23,7,18,30,29,19,11,11,16,11,16,15,25
1,0,3,1,2,3,2,1,3,0,1,1,3,0,3,1,3,1,2,2,2,3,1,3,5,2,1,1,1,1,3,2,4,1,2,5,2,0,1,2,1,2,1,2,2,4,2,2,4,6,30,19,35,41,55,33,42,31,34,15,24,30,64,47,55,112,323,1931,338,130,81,87,64,47,20,14,15,10,16,17,31,18,25,39,25,27,44,34,19,25,34,32,21,13,9,13,19,18,24,24
1,0,1,1,2,0,0,4,2,0,6,2,2,1,4,2,4,1,1,1,2,1,2,2,0,1,5,3,2,3,0,0,3,3,3,3,2,1,1,4,0,1,3,2,2,4,2,0,3,1,36,21,46,37,27,30,40,26,27,18,23,23,54,32,45,82,117,338,1834,457,116,100,88,47,14,10,8,9,14,18,20,24,20,33,31,27,30,17,18,19,27,29,18,10,19,9,15,9,23,27
